StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,answerA2,diffA2,answerA3,diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",4,"suspension force","gps on","wiper on gte 1","h1v1",6,"medium","H","E","E","WHERE",17.87,19.96,18.85,1,69,"E","WHERE_E_M","E_M","{\"ImportId\":\"QID644\"}","{\"ImportId\":\"QID636_PAGE_SUBMIT\"}","{\"ImportId\":\"QID637_1\"}",null,"{\"ImportId\":\"QID638_1\"}",null,"{\"ImportId\":\"QID639_1\"}",null,"{\"ImportId\":\"QID640\"}",0,"{\"ImportId\":\"QID641\"}","{\"ImportId\":\"QID642\"}","{\"ImportId\":\"QID643\"}",419
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",39,"engine temperature","wiper on","gps on gte 1","h1v1",6,"medium","H","M","E","WHERE",13.48,15.73,30.1,1,70,"E","WHERE_E_M","E_M","{\"ImportId\":\"QID653\"}","{\"ImportId\":\"QID645_PAGE_SUBMIT\"}","{\"ImportId\":\"QID646_1\"}",null,"{\"ImportId\":\"QID647_1\"}",null,"{\"ImportId\":\"QID648_1\"}",null,"{\"ImportId\":\"QID649\"}",0,"{\"ImportId\":\"QID650\"}","{\"ImportId\":\"QID651\"}","{\"ImportId\":\"QID652\"}",420
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",33,"engine temperature","gps on","wiper on gte 1","h1v1",6,"medium","H","H","E","WHERE",18.49,18.52,33.33,1,71,"E","WHERE_E_M","E_M","{\"ImportId\":\"QID662\"}","{\"ImportId\":\"QID654_PAGE_SUBMIT\"}","{\"ImportId\":\"QID655_1\"}",null,"{\"ImportId\":\"QID656_1\"}",null,"{\"ImportId\":\"QID657_1\"}",null,"{\"ImportId\":\"QID658\"}",0,"{\"ImportId\":\"QID659\"}","{\"ImportId\":\"QID660\"}","{\"ImportId\":\"QID661\"}",421
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",1,"electricity consumption","gps on","wiper on gte 1","h1v1",6,"medium","E","E","E","WHERE",16.47,15.53,14.58,1,72,"E","WHERE_E_M","E_M","{\"ImportId\":\"QID671\"}","{\"ImportId\":\"QID663_PAGE_SUBMIT\"}","{\"ImportId\":\"QID664_1\"}",null,"{\"ImportId\":\"QID665_1\"}",null,"{\"ImportId\":\"QID666_1\"}",null,"{\"ImportId\":\"QID667\"}",0,"{\"ImportId\":\"QID668\"}","{\"ImportId\":\"QID669\"}","{\"ImportId\":\"QID670\"}",422
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",68,"fuel consumption","gps on","wiper on gte 1","h1v1",8,"hard","E","M","E","WHERE",18.97,16.08,23.17,1,73,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID680\"}","{\"ImportId\":\"QID672_PAGE_SUBMIT\"}","{\"ImportId\":\"QID673_1\"}",null,"{\"ImportId\":\"QID674_1\"}",null,"{\"ImportId\":\"QID675_1\"}",null,"{\"ImportId\":\"QID676\"}",0,"{\"ImportId\":\"QID677\"}","{\"ImportId\":\"QID678\"}","{\"ImportId\":\"QID679\"}",423
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",29,"engine temperature","radio on","wiper on gte 1","h1v1",9,"hard","E","H","E","WHERE",17.83,14.86,20.64,-1,74,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID689\"}","{\"ImportId\":\"QID681_PAGE_SUBMIT\"}","{\"ImportId\":\"QID682_1\"}",null,"{\"ImportId\":\"QID683_1\"}",null,"{\"ImportId\":\"QID684_1\"}",null,"{\"ImportId\":\"QID685\"}",1,"{\"ImportId\":\"QID686\"}","{\"ImportId\":\"QID687\"}","{\"ImportId\":\"QID688\"}",424
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",69,"engine temperature","radio on","wiper on gte 1","h1v1",8,"hard","M","E","E","WHERE",16.16,16.02,47.12,1,75,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID698\"}","{\"ImportId\":\"QID690_PAGE_SUBMIT\"}","{\"ImportId\":\"QID691_1\"}",null,"{\"ImportId\":\"QID692_1\"}",null,"{\"ImportId\":\"QID693_1\"}",null,"{\"ImportId\":\"QID694\"}",0,"{\"ImportId\":\"QID695\"}","{\"ImportId\":\"QID696\"}","{\"ImportId\":\"QID697\"}",425
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",14,"engine temperature","gps on","wiper on gte 1","h1v1",9,"hard","M","M","E","WHERE",19.61,20.1,25.4,1,76,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID707\"}","{\"ImportId\":\"QID699_PAGE_SUBMIT\"}","{\"ImportId\":\"QID700_1\"}",null,"{\"ImportId\":\"QID701_1\"}",null,"{\"ImportId\":\"QID702_1\"}",null,"{\"ImportId\":\"QID703\"}",0,"{\"ImportId\":\"QID704\"}","{\"ImportId\":\"QID705\"}","{\"ImportId\":\"QID706\"}",426
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",31,"electricity consumption","gps on","wiper on gte 1","h1v1",9,"hard","M","H","E","WHERE",15.97,18.79,46.13,-1,77,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID716\"}","{\"ImportId\":\"QID708_PAGE_SUBMIT\"}","{\"ImportId\":\"QID709_1\"}",null,"{\"ImportId\":\"QID710_1\"}",null,"{\"ImportId\":\"QID711_1\"}",null,"{\"ImportId\":\"QID712\"}",1,"{\"ImportId\":\"QID713\"}","{\"ImportId\":\"QID714\"}","{\"ImportId\":\"QID715\"}",427
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",4,"suspension force","gps on","wiper on gte 1","h1v1",8,"hard","H","E","E","WHERE",21.53,19.96,33.6,-1,78,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID725\"}","{\"ImportId\":\"QID717_PAGE_SUBMIT\"}","{\"ImportId\":\"QID718_1\"}",null,"{\"ImportId\":\"QID719_1\"}",null,"{\"ImportId\":\"QID720_1\"}",null,"{\"ImportId\":\"QID721\"}",1,"{\"ImportId\":\"QID722\"}","{\"ImportId\":\"QID723\"}","{\"ImportId\":\"QID724\"}",428
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",39,"engine temperature","wiper on","gps on gte 1","h1v1",9,"hard","H","M","E","WHERE",19.38,15.73,24.08,-1,79,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID734\"}","{\"ImportId\":\"QID726_PAGE_SUBMIT\"}","{\"ImportId\":\"QID727_1\"}",null,"{\"ImportId\":\"QID728_1\"}",null,"{\"ImportId\":\"QID729_1\"}",null,"{\"ImportId\":\"QID730\"}",1,"{\"ImportId\":\"QID731\"}","{\"ImportId\":\"QID732\"}","{\"ImportId\":\"QID733\"}",429
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",33,"engine temperature","gps on","wiper on gte 1","h1v1",9,"hard","H","H","E","WHERE",15.82,18.52,38.36,1,80,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID743\"}","{\"ImportId\":\"QID735_PAGE_SUBMIT\"}","{\"ImportId\":\"QID736_1\"}",null,"{\"ImportId\":\"QID737_1\"}",null,"{\"ImportId\":\"QID738_1\"}",null,"{\"ImportId\":\"QID739\"}",0,"{\"ImportId\":\"QID740\"}","{\"ImportId\":\"QID741\"}","{\"ImportId\":\"QID742\"}",430
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",1,"electricity consumption","gps on","wiper on gte 1","h1v1",9,"hard","E","E","E","WHERE",16.3,15.53,21.88,1,81,"E","WHERE_E_H","E_H","{\"ImportId\":\"QID752\"}","{\"ImportId\":\"QID744_PAGE_SUBMIT\"}","{\"ImportId\":\"QID745_1\"}",null,"{\"ImportId\":\"QID746_1\"}",null,"{\"ImportId\":\"QID747_1\"}",null,"{\"ImportId\":\"QID748\"}",0,"{\"ImportId\":\"QID749\"}","{\"ImportId\":\"QID750\"}","{\"ImportId\":\"QID751\"}",431
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",32,"suspension force","radio on","wiper on gte 1","h1v1",3,"easy","E","M","M","WHERE",26.11,27.25,13.69,-1,136,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1247\"}","{\"ImportId\":\"QID1239_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1240_1\"}",null,"{\"ImportId\":\"QID1241_1\"}",null,"{\"ImportId\":\"QID1242_1\"}",null,"{\"ImportId\":\"QID1243\"}",1,"{\"ImportId\":\"QID1244\"}","{\"ImportId\":\"QID1245\"}","{\"ImportId\":\"QID1246\"}",432
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",54,"suspension force","radio on","wiper on gte 1","h1v1",3,"easy","E","H","M","WHERE",17.94,26.37,15.25,1,137,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1256\"}","{\"ImportId\":\"QID1248_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1249_1\"}",null,"{\"ImportId\":\"QID1250_1\"}",null,"{\"ImportId\":\"QID1251_1\"}",null,"{\"ImportId\":\"QID1252\"}",0,"{\"ImportId\":\"QID1253\"}","{\"ImportId\":\"QID1254\"}","{\"ImportId\":\"QID1255\"}",433
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",61,"electricity consumption","gps on","wiper on gte 1","h1v1",3,"easy","M","E","M","WHERE",9.55,35.19,18.15,1,138,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1265\"}","{\"ImportId\":\"QID1257_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1258_1\"}",null,"{\"ImportId\":\"QID1259_1\"}",null,"{\"ImportId\":\"QID1260_1\"}",null,"{\"ImportId\":\"QID1261\"}",0,"{\"ImportId\":\"QID1262\"}","{\"ImportId\":\"QID1263\"}","{\"ImportId\":\"QID1264\"}",434
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",59,"electricity consumption","radio on","wiper on gte 1","h1v1",3,"easy","M","M","M","WHERE",54.87,38.08,30.32,1,139,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1274\"}","{\"ImportId\":\"QID1266_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1267_1\"}",null,"{\"ImportId\":\"QID1268_1\"}",null,"{\"ImportId\":\"QID1269_1\"}",null,"{\"ImportId\":\"QID1270\"}",0,"{\"ImportId\":\"QID1271\"}","{\"ImportId\":\"QID1272\"}","{\"ImportId\":\"QID1273\"}",435
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",22,"electricity consumption","radio on","wiper on gte 1","h1v1",3,"easy","M","H","M","WHERE",22.12,34.01,13.43,1,140,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1283\"}","{\"ImportId\":\"QID1275_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1276_1\"}",null,"{\"ImportId\":\"QID1277_1\"}",null,"{\"ImportId\":\"QID1278_1\"}",null,"{\"ImportId\":\"QID1279\"}",0,"{\"ImportId\":\"QID1280\"}","{\"ImportId\":\"QID1281\"}","{\"ImportId\":\"QID1282\"}",436
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",41,"engine temperature","radio on","wiper on gte 1","h1v1",3,"easy","H","E","M","WHERE",15.56,27.83,20.23,1,141,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1292\"}","{\"ImportId\":\"QID1284_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1285_1\"}",null,"{\"ImportId\":\"QID1286_1\"}",null,"{\"ImportId\":\"QID1287_1\"}",null,"{\"ImportId\":\"QID1288\"}",0,"{\"ImportId\":\"QID1289\"}","{\"ImportId\":\"QID1290\"}","{\"ImportId\":\"QID1291\"}",437
"{\"ImportId\":\"startDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"endDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"status\"}","{\"ImportId\":\"ipAddress\"}","{\"ImportId\":\"progress\"}","{\"ImportId\":\"duration\"}","{\"ImportId\":\"finished\"}","{\"ImportId\":\"recordedDate\",\"timeZone\":\"America/Denver\"}","{\"ImportId\":\"_recordId\"}","{\"ImportId\":\"recipientLastName\"}","{\"ImportId\":\"recipientFirstName\"}","{\"ImportId\":\"recipientEmail\"}","{\"ImportId\":\"externalDataReference\"}","{\"ImportId\":\"locationLatitude\"}","{\"ImportId\":\"locationLongitude\"}","{\"ImportId\":\"distributionChannel\"}","{\"ImportId\":\"userLanguage\"}",3,"suspension force","radio on","wiper on gte 1","h1v1",3,"easy","H","M","M","WHERE",22.35,38.25,18.2,1,142,"M","WHERE_M_E","M_E","{\"ImportId\":\"QID1301\"}","{\"ImportId\":\"QID1293_PAGE_SUBMIT\"}","{\"ImportId\":\"QID1294_1\"}",null,"{\"ImportId\":\"QID1295_1\"}",null,"{\"ImportId\":\"QID1296_1\"}",null,"{\"ImportId\":\"QID1297\"}",0,"{\"ImportId\":\"QID1298\"}","{\"ImportId\":\"QID1299\"}","{\"ImportId\":\"QID1300\"}",438
