StartDate,EndDate,Status,IPAddress,Progress,Duration_in_seconds,Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,idc,drawnQn,drawnQl,queryString,flips,nMasks,dMask,dComplex_Qn,dComplex_Ql,dComplex_Where,focus,bslnA1,bslnA2,bslnA3,bslnB,cntrQ,dComplex_focus,info_focus_dComplex_dMask,info_dComplex_dMask,trustB,t,answerA1,diffA1,log_diffA1,answerA2,diffA2,log_diffA2,answerA3,diffA3,log_diffA3,answerB,correctB,trustA1,trustA2,trustA3,uniqueCntrQuestion,distractor
15/11/2021 07:21,15/11/2021 07:55,IP Address,90.254.231.243,100,2062,True,15/11/2021 07:55,R_3m1VxmJa5zuyNno,51.92649841,-0.099594116,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,9,hard,E,M,E,WHAT_Ql,29.67,84.11,35.04,1,378,M,WHAT_Ql_M_H,M_H,1,145.145,29,0.67,-0.330973234,83,1.11,0.304511042,30,5.04,2.368768349,Disagree,0,1,1,1,112,h
15/11/2021 07:21,15/11/2021 07:55,IP Address,90.254.231.243,100,2062,True,15/11/2021 07:55,R_3m1VxmJa5zuyNno,51.92649841,-0.099594116,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,6,medium,E,H,E,WHAT_Ql,25.92,71.6,37.24,1,435,H,WHAT_Ql_H_M,H_M,1,244.114,24,1.92,1.032100843,66,5.6,2.517275693,36,1.24,0.448900951,Agree,1,2,1,1,113,h
15/11/2021 07:21,15/11/2021 07:55,IP Address,90.254.231.243,100,2062,True,15/11/2021 07:55,R_3m1VxmJa5zuyNno,51.92649841,-0.099594116,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,8,hard,M,E,M,WHERE,36.12,38.08,18.65,1,324,M,WHERE_M_H,M_H,0,125.698,10,26.12,4.713970692,8,30.08,4.916715481,15,3.65,1.916476644,Neither agree nor disagree,0,0,0,1,114,h
15/11/2021 07:21,15/11/2021 07:55,IP Address,90.254.231.243,100,2062,True,15/11/2021 07:55,R_3m1VxmJa5zuyNno,51.92649841,-0.099594116,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,6,medium,M,M,M,WHERE,31.47,38.08,33.81,1,385,M,WHERE_M_M,M_M,1,195.471,42,-10.53,3.413458688,35,3.08,1.680324357,10,23.81,4.581049901,Disagree,0,0,0,0,115,h
15/11/2021 07:21,15/11/2021 07:55,IP Address,90.254.231.243,100,2062,True,15/11/2021 07:55,R_3m1VxmJa5zuyNno,51.92649841,-0.099594116,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,9,hard,E,M,E,WHERE,13.19,15.53,33.13,1,472,E,WHERE_E_H,E_H,1,131.217,12,1.19,0.3950628,32,-16.47,4.052676724,18,15.13,3.931210275,Agree,1,2,1,1,116,h
14/11/2021 16:44,14/11/2021 16:57,IP Address,90.255.120.156,100,743,True,14/11/2021 16:57,R_3mb1YLlUzpSou3o,53.58659363,-2.435394287,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,3,easy,H,M,H,WHAT_Qn,52.06,56.78,19.63,1,246,H,WHAT_Qn_H_E,H_E,5,44.955,55,-2.94,1.615887074,60,-3.22,1.742006211,20,-0.37,-1.01449957,Neither agree nor disagree,0,5,5,5,0,n
14/11/2021 16:44,14/11/2021 16:57,IP Address,90.255.120.156,100,743,True,14/11/2021 16:57,R_3mb1YLlUzpSou3o,53.58659363,-2.435394287,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,M,E,M,WHAT_Qn,63.33,64.01,11.04,1,325,M,WHAT_Qn_M_E,M_E,5,55.353,65,-1.67,0.843983844,70,-5.99,2.612352499,10,1.04,0.220329955,Disagree,0,5,2,5,1,n
14/11/2021 16:44,14/11/2021 16:57,IP Address,90.255.120.156,100,743,True,14/11/2021 16:57,R_3mb1YLlUzpSou3o,53.58659363,-2.435394287,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,5,medium,E,M,E,WHAT_Qn,43.35,42.6,13.03,-1,408,E,WHAT_Qn_E_M,E_M,5,57.128,51,-7.65,2.958842675,44,-1.4,0.608809243,11,2.03,1.107687869,Disagree,1,5,5,5,2,n
14/11/2021 16:44,14/11/2021 16:57,IP Address,90.255.120.156,100,743,True,14/11/2021 16:57,R_3mb1YLlUzpSou3o,53.58659363,-2.435394287,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Ql,27.33,78.73,27.33,1,273,E,WHAT_Ql_E_E,E_E,5,53.544,29,-1.67,0.843983844,29,49.73,5.639666296,29,-1.67,0.843983844,Agree,1,5,5,5,3,n
14/11/2021 16:44,14/11/2021 16:57,IP Address,90.255.120.156,100,743,True,14/11/2021 16:57,R_3mb1YLlUzpSou3o,53.58659363,-2.435394287,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,M,M,M,WHAT_Ql,2.56,15.58,16.37,1,354,M,WHAT_Ql_M_E,M_E,5,81.111,2,0.56,-0.545824107,15,0.58,-0.504304837,15,1.37,0.580145484,Agree,1,5,3,5,4,n
14/11/2021 16:44,14/11/2021 16:57,IP Address,90.255.120.156,100,743,True,14/11/2021 16:57,R_3mb1YLlUzpSou3o,53.58659363,-2.435394287,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,8,hard,M,M,M,WHAT_Ql,5.71,15.58,33.33,1,459,M,WHAT_Ql_M_H,M_H,2,69.805,5,0.71,-0.260151897,15,0.58,-0.504304837,28,5.33,2.447579197,Disagree,0,5,5,5,5,n
14/11/2021 16:44,14/11/2021 16:57,IP Address,90.255.120.156,100,743,True,14/11/2021 16:57,R_3mb1YLlUzpSou3o,53.58659363,-2.435394287,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,6,medium,H,M,H,WHERE,27.96,25.28,25.19,-1,310,H,WHERE_H_M,H_M,5,61.342,43,-15.04,3.922673593,29,-3.72,1.942983598,29,-3.81,1.976363636,Neither agree nor disagree,0,4,3,4,6,n
14/11/2021 17:20,14/11/2021 17:45,IP Address,41.10.39.198,100,1499,True,14/11/2021 17:45,R_2t8R5KRgqgOEQie,-34.04859924,18.48109436,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,9,hard,E,E,E,WHAT_Qn,27.13,34.69,24.33,-1,270,E,WHAT_Qn_E_H,E_H,5,92.811,27,0.13,-1.971430848,40,-5.31,2.442280035,35,-10.67,3.432291338,Agree,0,3,4,4,7,n
14/11/2021 17:20,14/11/2021 17:45,IP Address,41.10.39.198,100,1499,True,14/11/2021 17:45,R_2t8R5KRgqgOEQie,-34.04859924,18.48109436,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,3,easy,H,M,E,WHAT_Qn,68.95,76.69,9.8,-1,327,H,WHAT_Qn_H_E,H_E,5,147.75,17,51.95,5.702519029,75,1.69,0.859969548,11,-1.2,0.40599236,Disagree,1,1,5,4,8,n
14/11/2021 17:20,14/11/2021 17:45,IP Address,41.10.39.198,100,1499,True,14/11/2021 17:45,R_2t8R5KRgqgOEQie,-34.04859924,18.48109436,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,8,hard,M,M,M,WHAT_Qn,71.72,64.01,22.38,1,418,M,WHAT_Qn_M_H,M_H,5,127.683,17,54.72,5.777288197,25,39.01,5.29038754,33,-10.62,3.425593578,Disagree,0,3,4,4,9,n
14/11/2021 17:20,14/11/2021 17:45,IP Address,41.10.39.198,100,1499,True,14/11/2021 17:45,R_2t8R5KRgqgOEQie,-34.04859924,18.48109436,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,E,E,WHAT_Ql,4.31,33.52,18.23,1,297,E,WHAT_Ql_E_H,E_H,3,90.357,65,-60.69,5.926355303,40,-6.48,2.723558561,25,-6.77,2.785550552,Agree,1,2,4,4,10,n
14/11/2021 17:20,14/11/2021 17:45,IP Address,41.10.39.198,100,1499,True,14/11/2021 17:45,R_2t8R5KRgqgOEQie,-34.04859924,18.48109436,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,9,hard,E,M,E,WHAT_Ql,29.67,84.11,35.04,1,378,M,WHAT_Ql_M_H,M_H,5,115.868,33,-3.33,1.788685711,85,-0.89,0.021479727,33,2.04,1.114367025,Disagree,0,2,5,4,11,n
14/11/2021 17:20,14/11/2021 17:45,IP Address,41.10.39.198,100,1499,True,14/11/2021 17:45,R_2t8R5KRgqgOEQie,-34.04859924,18.48109436,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,6,medium,E,H,E,WHAT_Ql,34.11,88.08,35.51,1,439,H,WHAT_Ql_H_M,H_M,5,91.315,80,-45.89,5.524032323,88,0.08,-2.286304185,39,-3.49,1.853995647,Disagree,0,3,5,4,12,n
14/11/2021 17:20,14/11/2021 17:45,IP Address,41.10.39.198,100,1499,True,14/11/2021 17:45,R_2t8R5KRgqgOEQie,-34.04859924,18.48109436,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,3,easy,E,E,E,WHERE,13.01,14.86,14.47,-1,300,E,WHERE_E_E,E_E,4,76.159,10,3.01,1.648465443,60,-45.14,5.500324049,12,2.47,1.375734539,Disagree,1,4,4,5,13,n
14/11/2021 17:14,14/11/2021 17:47,IP Address,152.3.43.51,100,1968,True,14/11/2021 17:47,R_3DdnwAdELqRGdYk,36.02510071,-78.92169952,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Qn,51.75,42.6,34.84,1,244,E,WHAT_Qn_E_E,E_E,4,163.899,43,8.75,3.14974712,40,2.6,1.44625623,30,4.84,2.311793718,Agree,1,5,5,5,14,n
14/11/2021 17:14,14/11/2021 17:47,IP Address,152.3.43.51,100,1968,True,14/11/2021 17:47,R_3DdnwAdELqRGdYk,36.02510071,-78.92169952,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,9,hard,E,M,E,WHAT_Qn,46.44,42.6,28.48,-1,337,E,WHAT_Qn_E_H,E_H,4,115.549,45,1.44,0.646162657,48,-5.4,2.465974465,20,8.48,3.105175192,Agree,0,5,5,5,15,n
14/11/2021 17:14,14/11/2021 17:47,IP Address,152.3.43.51,100,1968,True,14/11/2021 17:47,R_3DdnwAdELqRGdYk,36.02510071,-78.92169952,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,E,E,WHAT_Qn,73.21,76.69,16.62,-1,432,H,WHAT_Qn_H_H,H_H,4,285.478,65,8.21,3.059182199,75,1.69,0.859969548,13,3.62,1.904965719,Neither agree nor disagree,0,5,5,5,16,n
14/11/2021 17:14,14/11/2021 17:47,IP Address,152.3.43.51,100,1968,True,14/11/2021 17:47,R_3DdnwAdELqRGdYk,36.02510071,-78.92169952,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,6,medium,M,E,M,WHAT_Ql,5.52,14,38.06,-1,283,E,WHAT_Ql_E_M,E_M,5,76.53,4,1.52,0.718087584,14,0,-3,34,4.06,2.065227623,Agree,0,5,4,5,17,n
14/11/2021 17:14,14/11/2021 17:47,IP Address,152.3.43.51,100,1968,True,14/11/2021 17:47,R_3DdnwAdELqRGdYk,36.02510071,-78.92169952,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,8,hard,E,H,E,WHAT_Ql,19.95,109.46,21.19,1,364,H,WHAT_Ql_H_H,H_H,5,191.788,15,4.95,2.343407822,78,31.46,4.981167667,18,3.19,1.72900887,Agree,1,5,5,5,18,n
14/11/2021 17:14,14/11/2021 17:47,IP Address,152.3.43.51,100,1968,True,14/11/2021 17:47,R_3DdnwAdELqRGdYk,36.02510071,-78.92169952,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,9,hard,H,H,H,WHAT_Ql,1.93,21.24,16.73,1,445,H,WHAT_Ql_H_H,H_H,5,79.273,1,0.93,0.077242999,20,1.24,0.448900951,18,-1.27,0.480265122,Agree,1,5,5,5,19,n
14/11/2021 17:14,14/11/2021 17:47,IP Address,152.3.43.51,100,1968,True,14/11/2021 17:47,R_3DdnwAdELqRGdYk,36.02510071,-78.92169952,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,6,medium,E,M,E,WHERE,14.04,15.53,18.54,1,304,E,WHERE_E_M,E_M,5,145.2,17,-2.96,1.625270489,20,-4.47,2.200064862,16,2.54,1.414135533,Neither agree nor disagree,0,3,4,5,20,n
14/11/2021 17:14,14/11/2021 17:47,IP Address,152.3.43.51,100,1968,True,14/11/2021 17:47,R_3DdnwAdELqRGdYk,36.02510071,-78.92169952,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,9,hard,E,E,E,WHERE,15.64,14.86,26.8,-1,405,E,WHERE_E_H,E_H,3,52.312,20,-4.36,2.165107985,15,-0.14,-1.915935735,26,0.8,-0.112474729,Disagree,1,2,4,4,21,n
14/11/2021 17:14,14/11/2021 17:47,IP Address,152.3.43.51,100,1968,True,14/11/2021 17:47,R_3DdnwAdELqRGdYk,36.02510071,-78.92169952,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,M,M,M,WHERE,65.92,38.08,7.87,1,460,M,WHERE_M_E,M_E,5,58.592,59,6.92,2.816599707,38,0.08,-2.286304185,10,-2.13,1.173127433,Disagree,0,5,3,5,22,n
14/11/2021 17:13,14/11/2021 17:48,IP Address,173.183.92.121,100,2125,True,14/11/2021 17:48,R_r1EPmLqmZoSrl5v,50.70329285,-119.2682953,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,6,medium,M,M,M,WHAT_Qn,66.66,64.01,12.5,-1,250,M,WHAT_Qn_M_M,M_M,1,147.674,70,-3.34,1.792855352,65,-0.99,0.15704371,12,0.5,-0.678071905,Neither agree nor disagree,0,3,3,3,23,n
14/11/2021 17:13,14/11/2021 17:48,IP Address,173.183.92.121,100,2125,True,14/11/2021 17:48,R_r1EPmLqmZoSrl5v,50.70329285,-119.2682953,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,6,medium,E,H,E,WHAT_Qn,30.71,34.69,22.19,1,331,E,WHAT_Qn_E_M,E_M,3,204.088,20,10.71,3.437627248,40,-5.31,2.442280035,20,2.19,1.211012193,Agree,1,2,2,4,24,n
14/11/2021 17:13,14/11/2021 17:48,IP Address,173.183.92.121,100,2125,True,14/11/2021 17:48,R_r1EPmLqmZoSrl5v,50.70329285,-119.2682953,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,6,medium,H,H,H,WHAT_Qn,55.88,56.78,49.47,1,412,H,WHAT_Qn_H_M,H_M,3,155.442,60,-4.12,2.085764554,55,1.78,0.929790998,45,4.47,2.200064862,Agree,1,3,2,3,25,n
14/11/2021 17:13,14/11/2021 17:48,IP Address,173.183.92.121,100,2125,True,14/11/2021 17:48,R_r1EPmLqmZoSrl5v,50.70329285,-119.2682953,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,6,medium,H,E,H,WHAT_Ql,3,7.29,51.71,1,277,E,WHAT_Ql_E_M,E_M,5,134.654,5,-2,1.087462841,5,2.29,1.272023189,50,1.71,0.875780063,Disagree,0,4,4,3,26,n
14/11/2021 17:13,14/11/2021 17:48,IP Address,173.183.92.121,100,2125,True,14/11/2021 17:48,R_r1EPmLqmZoSrl5v,50.70329285,-119.2682953,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,3,easy,H,M,H,WHAT_Ql,5.15,20.17,38.19,1,352,M,WHAT_Ql_M_E,M_E,4,109.853,3,2.15,1.185866545,20,0.17,-1.76121314,35,3.19,1.72900887,Agree,1,4,4,3,27,n
14/11/2021 17:13,14/11/2021 17:48,IP Address,173.183.92.121,100,2125,True,14/11/2021 17:48,R_r1EPmLqmZoSrl5v,50.70329285,-119.2682953,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,3,easy,H,M,E,WHAT_Ql,17.84,52.74,33.33,-1,433,M,WHAT_Ql_M_E,M_E,3,111.593,15,2.84,1.568032105,55,-2.26,1.253989266,33,0.33,-1.13606155,Neither agree nor disagree,0,4,4,4,28,n
14/11/2021 17:13,14/11/2021 17:48,IP Address,173.183.92.121,100,2125,True,14/11/2021 17:48,R_r1EPmLqmZoSrl5v,50.70329285,-119.2682953,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,3,easy,H,E,H,WHERE,16.29,25.28,34.9,-1,381,H,WHERE_H_E,H_E,4,102.596,55,-38.71,5.279285561,60,-34.72,5.12287975,35,-0.1,-2.152003093,Agree,0,3,4,4,29,n
14/11/2021 17:13,14/11/2021 17:48,IP Address,173.183.92.121,100,2125,True,14/11/2021 17:48,R_r1EPmLqmZoSrl5v,50.70329285,-119.2682953,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,6,medium,H,E,E,WHERE,18.83,19.96,28.68,1,462,E,WHERE_E_M,E_M,5,117.571,10,8.83,3.162693432,40,-20.04,4.333781501,36,-7.32,2.896271849,Agree,1,3,4,4,30,n
14/11/2021 17:09,14/11/2021 17:49,IP Address,68.197.138.127,100,2425,True,14/11/2021 17:49,R_1lcylWI15Pv4mO7,40.5980072,-73.94670105,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,6,medium,M,M,M,WHAT_Qn,66.66,64.01,12.5,-1,250,M,WHAT_Qn_M_M,M_M,5,199.139,75,-8.34,3.081510068,70,-5.99,2.612352499,15,-2.5,1.392317423,Disagree,1,4,3,4,31,n
14/11/2021 17:09,14/11/2021 17:49,IP Address,68.197.138.127,100,2425,True,14/11/2021 17:49,R_1lcylWI15Pv4mO7,40.5980072,-73.94670105,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,9,hard,H,E,H,WHAT_Qn,48.07,56.78,23.82,1,351,H,WHAT_Qn_H_H,H_H,5,150.492,57,-8.93,3.178714641,60,-3.22,1.742006211,26,-2.18,1.204766751,Disagree,0,3,3,4,32,n
14/11/2021 17:09,14/11/2021 17:49,IP Address,68.197.138.127,100,2425,True,14/11/2021 17:49,R_1lcylWI15Pv4mO7,40.5980072,-73.94670105,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Qn,35.04,34.69,12.03,-1,406,E,WHAT_Qn_E_E,E_E,5,162.042,40,-4.96,2.346247774,39,-4.31,2.148934105,9,3.03,1.657640005,Disagree,1,4,3,4,33,n
14/11/2021 17:09,14/11/2021 17:49,IP Address,68.197.138.127,100,2425,True,14/11/2021 17:49,R_1lcylWI15Pv4mO7,40.5980072,-73.94670105,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Ql,0,24.27,36,1,271,E,WHAT_Ql_E_E,E_E,5,120.531,0,0,-3,22,2.27,1.260025656,32,4,2.044394119,Agree,1,5,5,4,34,n
14/11/2021 17:09,14/11/2021 17:49,IP Address,68.197.138.127,100,2425,True,14/11/2021 17:49,R_1lcylWI15Pv4mO7,40.5980072,-73.94670105,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,6,medium,H,M,E,WHAT_Ql,24.5,75.88,30.78,1,358,M,WHAT_Ql_M_M,M_M,3,272.592,24,0.5,-0.678071905,75,0.88,0.007195501,38,-7.22,2.876762491,Neither agree nor disagree,0,4,4,3,35,n
14/11/2021 17:09,14/11/2021 17:49,IP Address,68.197.138.127,100,2425,True,14/11/2021 17:49,R_1lcylWI15Pv4mO7,40.5980072,-73.94670105,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,6,medium,E,H,E,WHAT_Ql,25.92,71.6,37.24,1,435,H,WHAT_Ql_H_M,H_M,2,232.971,39,-13.08,3.723012396,66,5.6,2.517275693,43,-5.76,2.557042415,Agree,1,4,4,4,36,n
14/11/2021 17:09,14/11/2021 17:49,IP Address,68.197.138.127,100,2425,True,14/11/2021 17:49,R_1lcylWI15Pv4mO7,40.5980072,-73.94670105,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,3,easy,H,M,E,WHERE,12.67,19.96,24.86,-1,298,E,WHERE_E_E,E_E,2,145.851,15,-2.33,1.295723025,29,-9.04,3.196134881,26,-1.14,0.339137385,Agree,0,4,2,4,37,n
14/11/2021 17:09,14/11/2021 17:49,IP Address,68.197.138.127,100,2425,True,14/11/2021 17:49,R_1lcylWI15Pv4mO7,40.5980072,-73.94670105,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,M,E,WHERE,22.92,19.96,16.93,-1,391,E,WHERE_E_H,E_H,5,94.822,22,0.92,0.063502942,24,-4.04,2.058316496,13,3.93,2.019701914,Agree,0,5,4,5,38,n
14/11/2021 17:09,14/11/2021 17:49,IP Address,68.197.138.127,100,2425,True,14/11/2021 17:49,R_1lcylWI15Pv4mO7,40.5980072,-73.94670105,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,9,hard,H,E,H,WHERE,25.62,25.28,21.25,1,486,H,WHERE_H_H,H_H,4,198.527,27,-1.38,0.589763487,23,2.28,1.266036894,21,0.25,-1.415037499,Neither agree nor disagree,0,3,4,5,39,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,3,easy,H,M,H,WHAT_Qn,52.06,56.78,19.63,1,246,H,WHAT_Qn_H_E,H_E,2,121.8,50,2.06,1.12763328,30,26.78,4.749802402,20,-0.37,-1.01449957,Agree,1,0,1,1,40,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,3,easy,M,E,M,WHAT_Qn,63.33,64.01,11.04,1,325,M,WHAT_Qn_M_E,M_E,2,88.326,11,52.33,5.713008392,20,44.01,5.463851293,7,4.04,2.058316496,Neither agree nor disagree,0,0,1,3,41,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,29,engine temperature,radio on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Qn,35.04,34.69,12.03,-1,406,E,WHAT_Qn_E_E,E_E,2,70.443,15,20.04,4.333781501,20,14.69,3.888986721,10,2.03,1.107687869,Disagree,1,2,1,2,42,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,6,medium,H,E,H,WHAT_Ql,3,7.29,51.71,1,277,E,WHAT_Ql_E_M,E_M,3,160.492,45,-42,5.396604781,5,2.29,1.272023189,50,1.71,0.875780063,Disagree,0,2,1,2,43,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,6,medium,H,M,E,WHAT_Ql,24.5,75.88,30.78,1,358,M,WHAT_Ql_M_M,M_M,2,108.977,25,-0.5,-0.678071905,74,1.88,1.003602237,40,-9.22,3.224194664,Disagree,0,2,2,2,44,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,3,easy,H,M,E,WHAT_Ql,17.84,52.74,33.33,-1,433,M,WHAT_Ql_M_E,M_E,2,122.664,23,-5.16,2.401903472,53,-0.26,-1.377069649,40,-6.67,2.764473551,Disagree,1,4,3,2,45,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,67,electricity consumption,wiper on,gps on gte 1,h0v0,6,medium,H,M,H,WHERE,27.96,25.28,25.19,-1,310,H,WHERE_H_M,H_M,1,110.484,70,-42.04,5.397974049,50,-24.72,4.634883637,12,13.19,3.734980523,Neither agree nor disagree,0,1,0,2,46,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,59,electricity consumption,radio on,wiper on gte 1,h0v0,8,hard,M,E,M,WHERE,36.12,38.08,18.65,1,324,M,WHERE_M_H,M_H,2,162.207,38,-1.88,1.003602237,30,8.08,3.036503334,15,3.65,1.916476644,Neither agree nor disagree,0,3,3,3,47,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,3,easy,E,M,E,WHERE,13.46,15.53,13.37,-1,379,E,WHERE_E_E,E_E,2,194.243,18,-4.54,2.221877081,25,-9.47,3.262282806,15,-1.63,0.811471031,Neither agree nor disagree,0,3,2,4,48,n
14/11/2021 17:53,14/11/2021 18:21,IP Address,81.109.139.250,100,1670,True,14/11/2021 18:21,R_1CcHek1VPSgQzFn,52.95379639,-1.157104492,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,9,hard,E,M,E,WHERE,13.19,15.53,33.13,1,472,E,WHERE_E_H,E_H,2,170.505,8,5.19,2.410069692,13,2.53,1.408711861,33,0.13,-1.971430848,Agree,1,4,2,4,49,n
14/11/2021 18:04,14/11/2021 18:25,IP Address,102.65.188.195,100,1257,True,14/11/2021 18:25,R_1HklygKSQklSY8C,-29.90559387,30.94050598,anonymous,EN,1,electricity consumption,gps on,wiper on gte 1,h0v0,3,easy,E,E,E,WHAT_Qn,51.75,42.6,34.84,1,244,E,WHAT_Qn_E_E,E_E,5,135.49,50,1.75,0.906890596,58,-15.4,3.956521363,27,7.84,2.993674362,Disagree,0,3,3,5,50,n
14/11/2021 18:04,14/11/2021 18:25,IP Address,102.65.188.195,100,1257,True,14/11/2021 18:25,R_1HklygKSQklSY8C,-29.90559387,30.94050598,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,3,easy,H,M,E,WHAT_Qn,68.95,76.69,9.8,-1,327,H,WHAT_Qn_H_E,H_E,5,185.03,61,7.95,3.01346226,78,-1.31,0.521050737,7,2.8,1.548436625,Disagree,1,5,4,5,51,n
14/11/2021 18:04,14/11/2021 18:25,IP Address,102.65.188.195,100,1257,True,14/11/2021 18:25,R_1HklygKSQklSY8C,-29.90559387,30.94050598,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,E,E,WHAT_Qn,73.21,76.69,16.62,-1,432,H,WHAT_Qn_H_H,H_H,4,16.527,25,48.21,5.594996337,34,42.69,5.42004442,47,-30.38,4.930973826,Disagree,1,3,2,4,52,n
14/11/2021 18:04,14/11/2021 18:25,IP Address,102.65.188.195,100,1257,True,14/11/2021 18:25,R_1HklygKSQklSY8C,-29.90559387,30.94050598,anonymous,EN,4,suspension force,gps on,wiper on gte 1,h0v0,9,hard,H,E,E,WHAT_Ql,4.31,33.52,18.23,1,297,E,WHAT_Ql_E_H,E_H,4,111.614,50,-45.69,5.517748114,38,-4.48,2.203201156,20,-1.77,0.922197848,Disagree,0,3,5,5,53,n
