"","mean_CI","low_CI","high_CI","category_combination","focus","question","orderCategoryCombination","filterType","filterValue","X5","significantDifference","sizeSignificantDifference"
"154",0.0666666666666667,-0.274862421000738,0.414809087667405,"dComplex_focus,E_M","WHAT_Ql","reverseB","focus complexity: Easy-Medium","p",40,"",FALSE,0
"155",0.133333333333333,-0.181336252633557,0.444482919300224,"dComplex_focus,E_H","WHAT_Ql","reverseB","focus complexity: Easy-Hard","p",40,"",FALSE,0
"156",-0.08,-0.328226830968681,0.162682830968681,"dComplex_focus,M_H","WHAT_Ql","reverseB","focus complexity: Medium-Hard","p",40,"",FALSE,0
"157",0,-0.356201880671464,0.362910971580555,"dComplex_focus,E_M","WHAT_Qn","reverseB","focus complexity: Easy-Medium","p",40,"",FALSE,0
"158",0,-0.436211160625671,0.433465706080216,"dComplex_focus,E_H","WHAT_Qn","reverseB","focus complexity: Easy-Hard","p",40,"",FALSE,0
"159",0,-0.398349158791726,0.394020587363155,"dComplex_focus,M_H","WHAT_Qn","reverseB","focus complexity: Medium-Hard","p",40,"",FALSE,0
"160",-0.333333333333333,-0.709803326193415,0.0397033261934154,"dComplex_focus,E_M","WHERE","reverseB","focus complexity: Easy-Medium","p",40,"",FALSE,0
"161",-0.666666666666667,-1.04675249252418,-0.286780840809151,"dComplex_focus,E_H","WHERE","reverseB","focus complexity: Easy-Hard","p",40,"",TRUE,1
"162",0,-0.347909051554249,0.343523337268535,"dComplex_focus,M_H","WHERE","reverseB","focus complexity: Medium-Hard","p",40,"",FALSE,0
"163",0.5,0.188194513919865,0.810165486080135,"dComplex_focus,E","WHAT_Ql","reverseB","focus complexity: Easy","p",45,NA,NA,NA
"164",0.375,0.179892704957759,0.568148961708908,"dComplex_focus,M","WHAT_Ql","reverseB","focus complexity: Medium","p",45,NA,NA,NA
"165",0.44,0.242482950544034,0.637957049455966,"dComplex_focus,H","WHAT_Ql","reverseB","focus complexity: Hard","p",45,NA,NA,NA
"166",0.363636363636364,0.0806793644332975,0.643666090112157,"dComplex_focus,E","WHAT_Qn","reverseB","focus complexity: Easy","p",45,NA,NA,NA
"167",0.384615384615385,0.119717442754029,0.648221018784432,"dComplex_focus,M","WHAT_Qn","reverseB","focus complexity: Medium","p",45,NA,NA,NA
"168",0.375,0.13708832784225,0.61084917215775,"dComplex_focus,H","WHAT_Qn","reverseB","focus complexity: Hard","p",45,NA,NA,NA
"169",0.166666666666667,-0.131365828506066,0.4663991618394,"dComplex_focus,E","WHERE","reverseB","focus complexity: Easy","p",45,NA,NA,NA
"170",0.5,0.28844263732241,0.709902817223045,"dComplex_focus,M","WHERE","reverseB","focus complexity: Medium","p",45,NA,NA,NA
"171",0.461538461538462,0.187731308150722,0.73277638415697,"dComplex_focus,H","WHERE","reverseB","focus complexity: Hard","p",45,NA,NA,NA
"172",0.2,-0.257361724311101,0.659941724311101,"dComplex_focus,E_M","WHAT_Ql","reverseB","focus complexity: Easy-Medium","p",45,"",FALSE,0
